chr	first	last	size	tetrad	spores	type
chr03	209894.5	213384	3490.5	wt_1	d,c	X
chr04	35381.5	36570.5	1190	wt_1	c,b	X
chr04	36621.5	37309	688.5	wt_1	d	C
chr04	133930	133930	NA	wt_1	b,a	X
chr04	366286	367058.5	773.5	wt_1	c,d	X
chr04	523289	523289	NA	wt_1	b,a	X
chr04	722719	722719	NA	wt_1	c,d	X
chr04	1052131.5	1062944.5	10814	wt_1	a,d	X
chr04	1179881.5	1182769	2888.5	wt_1	b	C
chr04	1383642.75	1385942	2300.25	wt_1	b	C
chr04	1452329.5	1455809	3480.5	wt_1	d,a	M
chr05	28011.5	28197	186.5	wt_1	b,a	X
chr05	174353.25	175496	1143.75	wt_1	a	C
chr05	213159	214368.5	1210.5	wt_1	a	C
chr05	219873.5	219873.5	NA	wt_1	a,d	X
chr05	292044	292867.5	824.5	wt_1	b,d	X
chr05	358820.5	359858.5	1039	wt_1	d	C
chr05	401796.5	402896	1100.5	wt_1	b,a	X
chr05	408185.5	409727.5	1543	wt_1	a,b	X
chr05	422119.5	422919	800.5	wt_1	d	C
chr05	461470.75	462167.25	697.5	wt_1	b,a	X
chr06	63672.75	65490.5	1818.75	wt_1	c	C
chr06	107579	108276.5	698.5	wt_1	a,b	X
chr06	212781	216606	3826	wt_1	d	C
chr06	222477	223701.5	NA	wt_1	b,a	X
chr07	198619.5	199321.5	703	wt_1	a,c	X
chr07	253098.5	256045.5	2948	wt_1	c,a	X
chr07	412550	413765	1216	wt_1	b	C
chr07	442676.5	444621.5	1946	wt_1	b,d	X
chr07	447938.5	448825.5	888	wt_1	b,a	X
chr07	546925	548069.5	1145.5	wt_1	a	C
chr07	637698.5	637698.5	NA	wt_1	a,d	X
chr07	701026.25	703704.75	2679.5	wt_1	a,d	X
chr07	831530	833422	1893	wt_1	b,c	X
chr07	960821	961247	NA	wt_1	a,c	X
chr08	49685	51683.25	1999.25	wt_1	b	C
chr08	175880.5	175880.5	NA	wt_1	b,a	X
chr08	292981	298114.5	5134.5	wt_1	c	C
chr08	305723	307741	NA	wt_1	c,d	X
chr08	360396	360825	430	wt_1	c	C
chr08	481568.5	484738.5	3171	wt_1	c	C
chr09	35172	36160.5	989.5	wt_1	b	C
chr09	137403.5	139453	2050.5	wt_1	c	C
chr09	290169.5	292209	2040.5	wt_1	b,c	X
chr09	384081	384874	794	wt_1	a	C
chr10	187165	188802	1638	wt_1	c	C
chr10	187165	190430	3266	wt_1	d	C
chr10	277915	279993	2079	wt_1	d	C
chr10	372360.5	372360.5	NA	wt_1	b,c	X
chr10	391447	391447	NA	wt_1	a,d	X
chr10	568665	571398	2734	wt_1	b	C
chr10	622244.5	623980	1736.5	wt_1	b,a	X
chr10	637762.5	637826	NA	wt_1	c,a	X
chr10	639071	639758.75	688.75	wt_1	b,d	X
chr11	37432	39542.5	2111.5	wt_1	a,b	X
chr11	239551.5	239551.5	NA	wt_1	b,a	X
chr11	307917	309742	1826	wt_1	d,a	X
chr11	398613	402567.5	3955.5	wt_1	d,a	X
chr11	572569.5	574022	1453.5	wt_1	c	C
chr11	630059	630059	NA	wt_1	b,c	X
chr12	85999.5	86112.5	NA	wt_1	d,c	X
chr12	254064.5	254064.5	NA	wt_1	b,c	X
chr12	327901	329560	1660	wt_1	c	C
chr12	327901	329560	1660	wt_1	a	C
chr12	390744.5	390744.5	NA	wt_1	a,d	X
chr12	513328.5	517516	4188.5	wt_1	d,c	X
chr12	610259.5	612789.5	2531	wt_1	c,d	X
chr12	710778.75	711191.5	413.75	wt_1	c,b	X
chr12	829573.5	830089.5	517	wt_1	b,d	X
chr12	1013572	1014119.5	548.5	wt_1	d	C
chr13	15196	15196	NA	wt_1	b,d	X
chr13	169588.5	170299.5	712	wt_1	a,b	X
chr13	492553	496414	3862	wt_1	a	C
chr13	494968.5	495571.5	604	wt_1	b	C
chr13	654454.5	654454.5	NA	wt_1	b,a	X
chr13	912713	913307.5	595.5	wt_1	c	C
chr13	913032.5	913893.5	862	wt_1	a	C
chr14	32707	32707	NA	wt_1	b,d	X
chr14	186654	187321.5	668.5	wt_1	b	C
chr14	195419	197396	1978	wt_1	b,a	M
chr14	256298	257599.25	1302.25	wt_1	b,a	X
chr14	354437.5	356426	1989.5	wt_1	a	C
chr14	399378.5	401736.5	2359	wt_1	a	C
chr14	416893.75	416942	NA	wt_1	d,c	X
chr14	620456.5	621651.5	1196	wt_1	a	C
chr14	708176.75	708666.5	490.75	wt_1	d	C
chr14	714868	716844	1977	wt_1	a	C
chr15	106741.5	108669.5	1929	wt_1	c,b	M
chr15	183589.5	187856	4267.5	wt_1	c,b	X
chr15	252750	256259	3510	wt_1	a	C
chr15	470549.5	472892.5	2344	wt_1	a	C
chr15	538633	538633	NA	wt_1	a,d	X
chr15	760913	762652	1740	wt_1	b	C
chr15	773529.5	774870.5	NA	wt_1	d,b	X
chr15	858861	862521.5	3661.5	wt_1	d,b	X
chr15	988967	990683.5	1717.5	wt_1	d,a	X
chr16	72734	73757	1024	wt_1	b	C
chr16	114774	115552	779	wt_1	c	C
chr16	414615.5	417023.5	2409	wt_1	a,b	X
chr16	520580.5	522686	2106.5	wt_1	c	C
chr16	587861.5	587861.5	NA	wt_1	b,a	X
chr16	772020.5	772020.5	NA	wt_1	b,d	X
chr16	838938.5	839048	NA	wt_1	c,a	X
chr16	927640.5	929536	1896.5	wt_1	c	C
chr01	36084.5	36142.5	59	wt_10	d	C
chr01	113821.5	115254	1433.5	wt_10	d	C
chr01	119174.5	120085	911.5	wt_10	c,b	X
chr01	167475.5	169340.5	1866	wt_10	c	C
chr01	192261.25	193069.5	809.25	wt_10	b,c	M
chr02	69967.5	71556.75	1590.25	wt_10	a,b	X
chr02	83808.5	85419.5	1612	wt_10	d	C
chr02	202264.5	204768.5	2505	wt_10	a,c	X
chr02	215381	219041	3661	wt_10	d	C
chr02	400650.5	402828.5	2179	wt_10	c	C
chr02	515230.5	515824	594.5	wt_10	a,d	X
chr02	582304.5	583176	872.5	wt_10	a	C
chr02	594969.5	595581.25	612.75	wt_10	d	C
chr02	701208.5	702354.5	1147	wt_10	b,a	X
chr02	736396.5	739254	2858.5	wt_10	d,b	X
chr03	59665	62761	3097	wt_10	a,b	X
chr03	68222.5	68638	416.5	wt_10	a	C
chr03	77145	83830	6686	wt_10	a,b	M
chr03	107007.25	107646	639.75	wt_10	d,b	X
chr03	219295	221924	2630	wt_10	d	C
chr03	221924	224257	2334	wt_10	b	C
chr04	43163.5	44607	1444.5	wt_10	c,b	X
chr04	371142	371359	218	wt_10	d,a	X
chr04	374753	375909.5	1157.5	wt_10	a	C
chr04	635209.5	635692	483.5	wt_10	b,c	X
chr04	785793.5	786318	525.5	wt_10	b,a	X
chr04	847221	848535	1315	wt_10	b,d	X
chr04	1005064	1005866.5	803.5	wt_10	c,b	X
chr04	1127298	1127298	NA	wt_10	b,c	X
chr04	1155831.75	1156992.75	1162	wt_10	c	C
chr04	1155831.75	1159407.5	3576.75	wt_10	d	CC
chr04	1277914.5	1279424	1510.5	wt_10	b,d	X
chr04	1409984.75	1412861	2877.25	wt_10	c,a	X
chr04	1445617	1449843	4227	wt_10	c	CC
chr05	52695	54561	1867	wt_10	c,d	X
chr05	65659.5	68019	2360.5	wt_10	d,a	M
chr05	161478	165161	3684	wt_10	a,d	X
chr05	219873.5	219873.5	NA	wt_10	c,d	X
chr05	335468.5	335718	250.5	wt_10	b	C
chr05	335468.5	336795	1327.5	wt_10	c	C
chr05	401796.5	401796.5	NA	wt_10	a,c	X
chr05	501849	503466	1618	wt_10	d,b	X
chr05	503466	504043.5	578.5	wt_10	a	C
chr06	56488.25	56488.25	NA	wt_10	c,d	X
chr06	125709.5	125709.5	NA	wt_10	b,c	X
chr07	47295.5	48389.5	1095	wt_10	d,c	X
chr07	307294.5	308629.5	1336	wt_10	a,b	X
chr07	382054.5	382478	NA	wt_10	a,b	X
chr07	426529	429087.5	2559.5	wt_10	d,a	M
chr07	624312.5	626017	1705.5	wt_10	c,b	X
chr07	677690.5	678645	955.5	wt_10	c,b	X
chr07	800932	803370	2439	wt_10	d	C
chr07	892311.5	893813	1502.5	wt_10	d,a	X
chr07	1016204.5	1018942	2738.5	wt_10	c	C
chr08	67140.25	69948	2808.75	wt_10	b,c	X
chr08	73024	75484.5	2461.5	wt_10	b	C
chr08	246028	246028	NA	wt_10	b,c	X
chr08	368644.5	369956.5	1313	wt_10	b,a	X
chr08	423599.75	424678.5	1079.75	wt_10	c	C
chr08	451804	454273.5	2470.5	wt_10	d,b	X
chr09	51685	53982	2298	wt_10	c,d	M
chr09	140669	142590.5	1922.5	wt_10	b,d	X
chr09	168305.5	170673.5	2369	wt_10	b,c	X
chr09	177773	183003.5	5231.5	wt_10	c,d	X
chr09	299738.25	299738.25	NA	wt_10	a,c	X
chr09	421373.5	421812	439.5	wt_10	a,d	X
chr10	60083.5	61248.5	1166	wt_10	d,b	X
chr10	68723	71909.5	3187.5	wt_10	d,b	X
chr10	180226.5	180226.5	NA	wt_10	a,b	X
chr10	258212	258761	550	wt_10	d,c	X
chr10	316223	317800.5	1578.5	wt_10	b,d	X
chr10	349592.25	350530.5	939.25	wt_10	a	CC
chr10	635845.5	637762.5	1918	wt_10	a	C
chr10	637762.5	640998.5	3237	wt_10	c,b	M
chr10	702465.5	705203.5	2739	wt_10	c,b	X
chr10	717526	717526	NA	wt_10	a,c	X
chr10	719349	720292	944	wt_10	b	C
chr11	37432	40804	3373	wt_10	c	C
chr11	39542.5	40804	1262.5	wt_10	b	C
chr11	239551.5	239551.5	NA	wt_10	b,c	X
chr11	485232	487551.5	2320.5	wt_10	a,d	X
chr11	529363.5	530750.5	1388	wt_10	b	C
chr11	579346.5	583324.5	3979	wt_10	c	C
chr11	581491	583324.5	1834.5	wt_10	b	C
chr12	124884	126432.5	1549.5	wt_10	d	C
chr12	127750.5	128867	1117.5	wt_10	c	C
chr12	180433	183611.5	3179.5	wt_10	d,b	X
chr12	194967	196111	1145	wt_10	c,d	X
chr12	414793	416375	1583	wt_10	b,a	X
chr12	571321	572159.5	839.5	wt_10	d,b	X
chr12	778429.5	779751	1322.5	wt_10	a,c	X
chr12	824296	824489.5	194.5	wt_10	a	C
chr12	824787	825922.5	1136.5	wt_10	c	C
chr12	1036890	1039764.5	2875.5	wt_10	d	C
chr13	26037	28285.5	2249.5	wt_10	d	C
chr13	99259	104131	4873	wt_10	c	C
chr13	247260.5	248593	1333.5	wt_10	d,a	X
chr13	346784.5	347605.5	822	wt_10	a	C
chr13	419846	420012.5	167.5	wt_10	c	C
chr13	494331.5	495571.5	1241	wt_10	d,a	X
chr13	556782.5	558682.5	1901	wt_10	a	C
chr13	557057.5	558005	948.5	wt_10	d	C
chr13	851352	853922.5	2571.5	wt_10	a,b	X
chr14	46960	49286	2327	wt_10	b	C
chr14	76025	77271	1247	wt_10	c,d	X
chr14	281571.5	281571.5	NA	wt_10	c,d	X
chr14	492626	494384	1759	wt_10	c,b	X
chr14	492626	495435.75	2810.75	wt_10	d	C
chr14	721202	722195.5	994.5	wt_10	c,a	X
chr15	37889.5	37889.5	NA	wt_10	a,d	X
chr15	142294	142889.5	596.5	wt_10	a	C
chr15	173998.5	174145.5	148	wt_10	a	C
chr15	228762	229262	501	wt_10	c,b	X
chr15	277980	278854	875	wt_10	d	C
chr15	279109.5	279317	208.5	wt_10	a	C
chr15	409249	411786.5	2538.5	wt_10	a	C
chr15	470549.5	472892.5	2344	wt_10	d	CC
chr15	482439.5	482729.5	291	wt_10	b,c	X
chr15	651175	655701	4527	wt_10	d,a	X
chr15	769304.5	774593	5289.5	wt_10	c,b	X
chr15	822387	823339.5	953.5	wt_10	c,b	X
chr15	978178	978178	NA	wt_10	b,d	X
chr15	1024891	1024891	NA	wt_10	a,b	X
chr16	149839.5	149839.5	NA	wt_10	a,d	X
chr16	163824.5	163824.5	NA	wt_10	b,c	X
chr16	383566.5	383845.5	280	wt_10	b	C
chr16	417023.5	417349	NA	wt_10	a,d	X
chr16	449643.5	450829	1186.5	wt_10	c,b	X
chr16	645239	648860	3622	wt_10	b,c	X
chr16	697810	699276.5	1467.5	wt_10	a,b	X
chr16	785524	785524	NA	wt_10	a,c	X
chr16	923101.25	924140.5	NA	wt_10	a,c	X
chr01	55901	57495.5	1595.5	wt_11	a	C
chr01	167435	172302	4868	wt_11	a	CC
chr01	167716.5	169934.5	2219	wt_11	b	C
chr02	68994.5	70469.5	1476	wt_11	a	C
chr02	145736	146283	548	wt_11	c	C
chr02	170384	170989.5	606.5	wt_11	c,b	X
chr02	256594	262018	5425	wt_11	d,c	X
chr02	268495	271513.5	3019.5	wt_11	d,b	X
chr02	393361.5	395706.5	2346	wt_11	b,c	X
chr02	617875.5	620037.5	2163	wt_11	a,b	X
chr02	627656	627656	NA	wt_11	c,d	X
chr02	629039	629197	159	wt_11	a	C
chr02	721836.5	722877	1041.5	wt_11	b,a	X
chr02	747504.5	750793.5	3290	wt_11	c	C
chr03	68259.5	70731.5	2473	wt_11	d,c	M
chr03	132325.5	134935	2610.5	wt_11	d,c	X
chr03	219295	221924	2630	wt_11	d,c	X
chr04	51314	52784.5	1471.5	wt_11	a,d	X
chr04	106981.5	108447	1466.5	wt_11	b,c	X
chr04	133930	133930	NA	wt_11	a,d	X
chr04	197615.5	199838.5	2224	wt_11	d	C
chr04	238207	239234.5	1028.5	wt_11	c	C
chr04	362388	364682	2295	wt_11	a,d	X
chr04	520467.25	523289	2822.75	wt_11	b,a	X
chr04	601489.5	601837.5	349	wt_11	c,a	X
chr04	844413.5	846304	1891.5	wt_11	a,c	X
chr04	894098.5	894744.5	647	wt_11	a	C
chr04	926220	926220	NA	wt_11	a,b	X
chr04	1100718.5	1100718.5	NA	wt_11	a,b	X
chr04	1262623	1263685.5	1063.5	wt_11	a	C
chr04	1415765	1417224.5	1460.5	wt_11	c	C
chr04	1475859.5	1478446	2587.5	wt_11	b,a	X
chr05	25805	28467	2663	wt_11	c	C
chr05	28467	30176	1710	wt_11	b,a	X
chr05	104130	106714.5	2585.5	wt_11	c	CC
chr05	130633.5	131783	1150.5	wt_11	d,c	X
chr05	194362	196630	2269	wt_11	b,c	X
chr05	224751.5	227481.5	2731	wt_11	b,d	X
chr05	333593	336738	3146	wt_11	b,a	X
chr05	408792	408792	NA	wt_11	a,b	X
chr05	489384	490911.25	1528.25	wt_11	a	C
chr05	489997.5	491676	1679.5	wt_11	b	C
chr06	95165	97520	2356	wt_11	d,c	M
chr06	211297.5	212844	1547.5	wt_11	a,d	M
chr06	249531	252200.5	2670.5	wt_11	c,b	X
chr07	66755.5	66755.5	NA	wt_11	c,d	X
chr07	86566	87697	1132	wt_11	d,b	X
chr07	171398.5	171833.5	436	wt_11	c	C
chr07	382054.5	384928	2874.5	wt_11	a,d	X
chr07	593045	600075	7031	wt_11	a,d	M
chr07	637698.5	637698.5	NA	wt_11	a,c	X
chr07	732641	735933.5	3293.5	wt_11	d	C
chr07	916383.5	917435	1052.5	wt_11	c,d	X
chr07	976329.5	978243	1914.5	wt_11	b,a	X
chr07	1024843.5	1030458.5	5616	wt_11	c	C
chr08	47775.5	51683.25	3908.75	wt_11	c,d	M
chr08	72780.75	76304.5	3524.75	wt_11	d	C
chr08	332794	334675	1882	wt_11	a,d	X
chr08	515941.5	515941.5	NA	wt_11	b,c	X
chr09	41671	42135	465	wt_11	d	C
chr09	96225	98981.5	2757.5	wt_11	a	C
chr09	144407.5	145603	1196.5	wt_11	b	C
chr09	253651.5	255065.5	1415	wt_11	c	C
chr09	266794	269018.5	2225.5	wt_11	c,d	X
chr09	280603	282575	1973	wt_11	c,a	X
chr09	315969	317035	1067	wt_11	c,b	X
chr09	387750	388458.5	709.5	wt_11	c,b	X
chr10	77975	82445.5	4471.5	wt_11	b	C
chr10	173842	173842	NA	wt_11	c,d	X
chr10	358334.5	359404.5	1071	wt_11	a,c	M
chr10	391436.5	392768.5	1333	wt_11	d,a	X
chr10	464786	464786	NA	wt_11	a,b	X
chr10	571028.5	575818.5	4791	wt_11	d,b	M
chr10	693570	696883.5	3314.5	wt_11	a	C
chr10	724602	726015.5	1414.5	wt_11	b,d	X
chr11	99121	99360	240	wt_11	b,d	X
chr11	164484	167524.5	3041.5	wt_11	d,b	X
chr11	218075	218938.5	864.5	wt_11	a	C
chr11	218318	221390	3073	wt_11	b	C
chr11	225928	227114.5	1187.5	wt_11	c	C
chr11	369188	370215.5	1028.5	wt_11	a,d	X
chr11	460074	462365.5	2292.5	wt_11	b,c	X
chr11	478926.5	479074	148.5	wt_11	b	C
chr11	558529	559739.5	1211.5	wt_11	a,c	X
chr11	601406	609079.5	7674.5	wt_11	b,a	X
chr12	52776	55603.5	2828.5	wt_11	a	C
chr12	52951	53320.5	370.5	wt_11	c	C
chr12	106041.5	106041.5	NA	wt_11	a,b	X
chr12	128867	132374.5	3508.5	wt_11	c	C
chr12	270203	272843	2641	wt_11	c	C
chr12	375165	375165	NA	wt_11	b,c	X
chr12	569230	569848.5	619.5	wt_11	d	C
chr12	1029994	1029994	NA	wt_11	a,d	X
chr13	73857	75350	1494	wt_11	d,c	X
chr13	408707	410150.5	1444.5	wt_11	a,b	X
chr13	555920	558025	2106	wt_11	b	C
chr13	709643.5	713364.5	3722	wt_11	b,d	X
chr13	758201	760497.75	2297.75	wt_11	b,d	X
chr13	840271.5	840843.5	573	wt_11	a,c	X
chr14	181351.75	184241.5	2890.75	wt_11	d	C
chr14	187321.5	187855.5	535	wt_11	d	C
chr14	187855.5	189302	1447.5	wt_11	a	C
chr14	355335	357136	1802	wt_11	c	C
chr14	442073	450921.5	8849.5	wt_11	b	CC
chr14	445455	452118.75	6664.75	wt_11	a	CC
chr14	643938	644224	287	wt_11	b,c	X
chr14	743410.5	743410.5	NA	wt_11	b,d	X
chr15	37889.5	40948	3059.5	wt_11	b,a	X
chr15	60578	63195	2618	wt_11	b,c	X
chr15	95101.5	95540	439.5	wt_11	d,b	X
chr15	108669.5	110308	1639.5	wt_11	d,b	X
chr15	288405	290577.5	2173.5	wt_11	b,c	X
chr15	485841.5	486895	1054.5	wt_11	b	C
chr15	538633	545732.5	7100.5	wt_11	a,b	X
chr15	635425	636345	921	wt_11	d,b	X
chr15	761699.5	762652	953.5	wt_11	c,a	X
chr15	837915.75	837915.75	NA	wt_11	b,d	X
chr15	986927	990683.5	3757.5	wt_11	c,a	X
chr16	155354	155354	NA	wt_11	a,b	X
chr16	191309	191309	NA	wt_11	a,d	X
chr16	255361	257373	2013	wt_11	a,c	X
chr16	337253	337834.5	582.5	wt_11	a,b	X
chr16	424138.5	424268	NA	wt_11	a,d	X
chr16	525062	525062	NA	wt_11	a,d	X
chr16	761735.5	761735.5	NA	wt_11	a,b	X
chr16	819416.5	824345.5	4930	wt_11	c	C
chr16	878464.5	881217	2753.5	wt_11	d,b	X
chr01	59978.5	63877	3899.5	wt_14	d	C
chr01	134232	134232	NA	wt_14	b,d	X
chr02	69691	72770	3080	wt_14	c,b	X
chr02	69967.5	70954	987.5	wt_14	d	C
chr02	180822.75	182995.5	2173.75	wt_14	a	C
chr02	193260.5	193260.5	NA	wt_14	a,c	X
chr02	268495	268495	NA	wt_14	b,d	X
chr02	419655	423710	4056	wt_14	b,c	X
chr02	494036.5	498854	4818.5	wt_14	a,b	X
chr02	661528	663679	2152	wt_14	a	C
chr02	739726.5	740337.5	612	wt_14	d	C
chr02	799251.5	800379	1128.5	wt_14	c,d	X
chr03	52770.5	55427.5	2658	wt_14	d,c	M
chr03	141999.5	141999.5	NA	wt_14	a,b	X
chr03	213384	216452	3069	wt_14	b	C
chr03	258367	260762.5	2396.5	wt_14	c,d	X
chr04	68381.5	69379.5	999	wt_14	c,d	X
chr04	174340	174689.5	350.5	wt_14	d	C
chr04	174689.5	177184.5	2496	wt_14	a	C
chr04	240303.5	240427.5	125	wt_14	d,a	X
chr04	312798	312798	NA	wt_14	b,d	X
chr04	523289	525328	2040	wt_14	b,d	X
chr04	635692	635766	NA	wt_14	c,a	X
chr04	723961	724312	352	wt_14	b	C
chr04	834992	835202	211	wt_14	a	C
chr04	908352.5	910063.5	1712	wt_14	d,c	X
chr04	954189	955452.5	1264.5	wt_14	c	C
chr04	1100718.5	1100718.5	NA	wt_14	a,b	X
chr04	1239212.5	1239212.5	NA	wt_14	c,d	X
chr04	1242595.5	1244381	1786.5	wt_14	c	C
chr04	1381458	1383642.75	2185.75	wt_14	b,c	X
chr04	1478446	1478446	NA	wt_14	a,c	X
chr05	100330.5	101919.5	1590	wt_14	c,d	X
chr05	172382	175496	3115	wt_14	d	C
chr05	219873.5	223692	3819.5	wt_14	b	C
chr05	279483.5	283863	4380.5	wt_14	b	C
chr05	461659.75	461659.75	NA	wt_14	b,d	X
chr05	522402.75	524041	1639.25	wt_14	d	C
chr06	114027	114027	NA	wt_14	a,c	X
chr06	212844	213633	790	wt_14	a,c	X
chr07	38405.5	50070	11665.5	wt_14	a,b	X
chr07	175256.5	175256.5	NA	wt_14	a,d	X
chr07	248560.5	253775.5	5216	wt_14	d	CC
chr07	395882	398094.5	2213.5	wt_14	b,d	X
chr07	546289.75	548069.5	1780.75	wt_14	b	C
chr07	641257.5	642859.5	1603	wt_14	d,c	X
chr07	732641	732641	NA	wt_14	c,d	X
chr08	67140.25	68814	1674.75	wt_14	d,a	X
chr08	78006	80823.5	2818.5	wt_14	a,b	X
chr08	140224.5	145555.5	5332	wt_14	d,b	X
chr08	143512	146035.5	2524.5	wt_14	c	C
chr08	190360.5	190965	605.5	wt_14	c	C
chr08	340482.5	344198.25	3716.75	wt_14	b	C
chr08	423599.75	423599.75	NA	wt_14	a,c	X
chr09	94324.5	94663.5	340	wt_14	c,b	X
chr09	149645.5	152298.5	2654	wt_14	a,d	M
chr09	211792.5	212819.5	1028	wt_14	b,d	X
chr09	292209	294828.5	2620.5	wt_14	c	C
chr09	359282.5	362145.5	2864	wt_14	a	C
chr09	373392.5	374675.5	1284	wt_14	a,b	X
chr10	36480	36480	NA	wt_14	a,d	X
chr10	145635.5	147374.5	1740	wt_14	b	C
chr10	256057	258761	2705	wt_14	c,d	X
chr10	359404.5	372360.5	12957	wt_14	a	CC
chr10	466039.5	467375	1336.5	wt_14	b,a	X
chr10	549787	551486	1700	wt_14	a,d	X
chr11	43296.5	46553.25	3257.75	wt_14	b	CC
chr11	63889.75	68339	4450.25	wt_14	b,d	M
chr11	219621.75	219773	152.25	wt_14	b	C
chr11	224049	225928	1880	wt_14	a	C
chr11	264186.5	265204	1018.5	wt_14	d,c	X
chr11	402462	402567.5	NA	wt_14	a,b	X
chr11	524802	524802	NA	wt_14	a,c	X
chr11	579437	579437	NA	wt_14	b,c	X
chr11	614583	615188	606	wt_14	d,a	X
chr12	71904	71904	NA	wt_14	a,b	X
chr12	180433	185914.5	5482.5	wt_14	d	C
chr12	221995	222790	796	wt_14	c	C
chr12	254507	254507	NA	wt_14	a,c	X
chr12	414793	416647	1855	wt_14	b	C
chr12	421486	426952.5	5467.5	wt_14	c	C
chr12	753830	758331.75	4502.75	wt_14	d,a	X
chr12	837226	839018.5	1793.5	wt_14	a,b	X
chr12	952464.5	955265	2801.5	wt_14	c,a	X
chr12	1053239	1054443.25	1205.25	wt_14	a,d	X
chr13	26037	26037	NA	wt_14	b,d	X
chr13	127935	129691	1757	wt_14	b	C
chr13	190192.5	191162	970.5	wt_14	b,c	X
chr13	265405	265927.5	523.5	wt_14	c,d	X
chr13	387983.5	389640.5	1658	wt_14	b	C
chr13	538888.5	538888.5	NA	wt_14	b,d	X
chr13	661507	662392	886	wt_14	b	C
chr13	794672.5	795768.5	1097	wt_14	d,a	X
chr13	877392.5	878387.5	996	wt_14	b,c	X
chr14	42725	44429.5	1705.5	wt_14	a,d	X
chr14	76025	76025	NA	wt_14	a,d	X
chr14	109521	109579.5	59.5	wt_14	d	C
chr14	320823.5	321941	1118.5	wt_14	b,a	X
chr14	470317.5	472570.5	2254	wt_14	b,a	X
chr14	479024	479503	480	wt_14	b	C
chr14	502626.25	504360	1734.75	wt_14	a,b	X
chr15	105119	112455	7337	wt_14	c	CC
chr15	319849	319849	NA	wt_14	a,c	X
chr15	472171.5	474902.5	2732	wt_14	b,d	X
chr15	637464.5	639017	1553.5	wt_14	a,c	M
chr15	679727.5	679889.5	163	wt_14	d,c	X
chr15	736575	738730.5	2156.5	wt_14	a,b	M
chr15	803530.5	804516	986.5	wt_14	d,c	X
chr15	978178	978178	NA	wt_14	b,c	X
chr16	45957	47339.5	1383.5	wt_14	d,b	X
chr16	135357.5	137368	2011.5	wt_14	d	C
chr16	149839.5	149839.5	NA	wt_14	a,c	X
chr16	255361	257373	2013	wt_14	c	C
chr16	351523	353158	1636	wt_14	d	C
chr16	450857	451718.5	862.5	wt_14	c,b	X
chr16	542554.5	543044.5	491	wt_14	a,b	X
chr16	712111.5	721583.5	9473	wt_14	d,c	M
chr16	785524	785524	NA	wt_14	c,d	X
chr16	876718.25	877064	346.75	wt_14	d,b	X
chr01	69665	69755.5	91.5	wt_15	d	C
chr01	73969.5	77095	3126.5	wt_15	a,c	M
chr01	130241.5	132388	2147.5	wt_15	b,a	X
chr01	190377	191228.5	852.5	wt_15	d,c	X
chr02	124233	125844	1612	wt_15	d	CC
chr02	124777.5	124948.5	172	wt_15	c	C
chr02	145111	148517.5	3407.5	wt_15	d	CC
chr02	193260.5	193260.5	NA	wt_15	a,d	X
chr02	294404.5	299456.5	5053	wt_15	b,a	X
chr02	395191.5	395706.5	516	wt_15	b,a	X
chr02	408735	410083.5	1349.5	wt_15	b	C
chr02	624855	625144	290	wt_15	c,b	X
chr02	662477.5	664651.5	2175	wt_15	b	C
chr02	736396.5	736618.5	NA	wt_15	d,a	X
chr03	100028	102573	2546	wt_15	d	C
chr03	100028	107646	7619	wt_15	a	C
chr03	139578	139578	NA	wt_15	a,d	X
chr03	196384.5	196435	NA	wt_15	b,d	X
chr03	208398	213384	4987	wt_15	d	CC
chr03	248155	249194	1040	wt_15	b	C
chr04	245363.5	247526.5	2164	wt_15	a,c	X
chr04	364266	364682	NA	wt_15	a,d	X
chr04	549000.5	549000.5	NA	wt_15	a,d	X
chr04	629180.5	631772.5	2593	wt_15	c,a	X
chr04	676712.5	676712.5	NA	wt_15	a,c	X
chr04	845846	847658.5	1813.5	wt_15	d	C
chr04	846045	850003.5	3959.5	wt_15	b	C
chr04	1070114.5	1071456.5	1343	wt_15	a,c	X
chr04	1419638.5	1421674.5	2037	wt_15	a,c	X
chr04	1475059	1475315	257	wt_15	a,d	X
chr05	35874	35874	NA	wt_15	a,b	X
chr05	85979.5	85979.5	NA	wt_15	b,c	X
chr05	107081.5	107779	698.5	wt_15	c,b	X
chr05	192414.5	192414.5	NA	wt_15	a,b	X
chr05	341697.5	343958	2261.5	wt_15	c,a	X
chr05	358820.5	359858.5	1039	wt_15	b	C
chr05	361666.5	362500	834.5	wt_15	c	C
chr05	474029	474029	NA	wt_15	b,c	X
chr06	54470	56358	1889	wt_15	a,b	X
chr06	228924	228924	NA	wt_15	c,d	X
chr07	99000	99663.5	664.5	wt_15	c,b	M
chr07	346382	349725	3344	wt_15	b,c	X
chr07	653345.5	654577	1232.5	wt_15	c,d	X
chr07	701026.25	703704.75	2679.5	wt_15	b,a	X
chr07	846076.5	846944	868.5	wt_15	d,a	X
chr07	848244.5	849996.5	1753	wt_15	b,c	X
chr07	855624	857467.5	1844.5	wt_15	a	C
chr07	1008349	1012728	4380	wt_15	a,b	M
chr07	1065297	1065297	NA	wt_15	b,d	X
chr08	68743.5	70587	1844.5	wt_15	c	C
chr08	175880.5	175880.5	NA	wt_15	b,c	X
chr08	234974.25	234974.25	NA	wt_15	a,c	X
chr08	316377	317011.5	635.5	wt_15	d	C
